일자,주가,전일대비,전일대비가격,거래량,변동수량,보유비중,보유주식수,취득가능주식수,외국인한도,한도소진율
2018-05-11,"56,300",▲,800,"38,590","-2,577",20.75,"1,778,186","6,790,877","8,569,063",20.75%
2018-05-10,"55,500",▲,"2,700","54,170","-3,698",20.78,"1,780,763","6,788,300","8,569,063",20.78%
2018-05-09,"52,800",▲,"1,000","71,319","11,682",20.82,"1,784,461","6,784,602","8,569,063",20.82%
2018-05-08,"51,800",▼,"-3,700","158,175","31,446",20.69,"1,772,779","6,796,284","8,569,063",20.69%
2018-05-04,"55,500",▼,"-2,700","78,958",-997,20.32,"1,741,333","6,827,730","8,569,063",20.32%
2018-05-03,"58,200",▲,900,"44,956","2,682",20.33,"1,742,330","6,826,733","8,569,063",20.33%
2018-05-02,"57,300",▼,"-1,800","115,481","8,999",20.3,"1,739,648","6,829,415","8,569,063",20.30%
2018-04-30,"59,100",▲,100,"140,063","-5,599",20.2,"1,730,649","6,838,414","8,569,063",20.20%
2018-04-27,"59,000",▼,-700,"47,728","-3,565",20.34,"1,736,248","6,801,190","8,537,438",20.34%
2018-04-26,"59,700",▲,"1,300","75,580","3,900",20.38,"1,739,813","6,797,625","8,537,438",20.38%
2018-04-25,"58,400",▼,-700,"64,565","-3,780",20.33,"1,735,913","6,801,525","8,537,438",20.33%
2018-04-24,"59,100",▲,300,"80,328","-3,916",20.38,"1,739,693","6,797,745","8,537,438",20.38%
2018-04-23,"58,800",▼,"-1,700","69,464","-3,777",20.42,"1,743,609","6,793,829","8,537,438",20.42%
2018-04-20,"60,500",▲,"2,300","68,805","-4,246",20.47,"1,747,386","6,790,052","8,537,438",20.47%
2018-04-19,"58,200", ,0,"196,820","16,144",20.52,"1,751,632","6,785,806","8,537,438",20.52%
2018-04-18,"58,200",▼,"-3,400","137,498","9,081",20.33,"1,735,488","6,801,950","8,537,438",20.33%
2018-04-17,"61,600",▼,-200,"70,934","11,108",20.22,"1,726,407","6,811,031","8,537,438",20.22%
2018-04-16,"61,800",▼,"-1,300","92,588","-5,369",20.09,"1,715,299","6,822,139","8,537,438",20.09%
2018-04-13,"63,100",▲,"2,200","113,418","19,443",20.15,"1,720,668","6,816,770","8,537,438",20.15%
2018-04-12,"60,900",▲,200,"144,407","1,516",19.93,"1,701,225","6,836,213","8,537,438",19.93%
2018-04-11,"60,700",▼,"-2,500","385,583","30,470",19.91,"1,699,709","6,837,729","8,537,438",19.91%
2018-04-10,"63,200",▼,"-4,500","644,367",143,19.55,"1,669,239","6,868,199","8,537,438",19.55%
2018-04-09,"67,700",▲,"2,700","175,370","-16,942",19.55,"1,669,096","6,868,342","8,537,438",19.55%
2018-04-06,"65,000",▲,"4,000","203,487","5,808",19.75,"1,686,038","6,851,400","8,537,438",19.75%
2018-04-05,"61,000",▼,-400,"157,599","-10,491",19.68,"1,680,230","6,857,208","8,537,438",19.68%
2018-04-04,"61,400",▲,"6,300","346,422","19,585",19.8,"1,690,721","6,846,717","8,537,438",19.80%
2018-04-03,"55,100",▲,"1,200","153,952","5,647",19.57,"1,671,136","6,866,302","8,537,438",19.57%
2018-04-02,"53,900",▲,"2,200","150,795",-556,19.51,"1,665,489","6,871,949","8,537,438",19.51%
2018-03-30,"51,700",▲,100,"124,412","-14,944",19.51,"1,666,045","6,871,393","8,537,438",19.51%
2018-03-29,"51,600",▲,"5,600","279,188","39,695",19.69,"1,680,989","6,856,449","8,537,438",19.69%
2018-03-28,"46,000",▲,350,"63,852","-3,887",19.22,"1,641,294","6,896,144","8,537,438",19.22%
2018-03-27,"45,650",▲,900,"54,882","-4,596",19.27,"1,645,181","6,892,257","8,537,438",19.27%
2018-03-26,"44,750",▲,900,"70,889","8,864",19.32,"1,649,777","6,887,661","8,537,438",19.32%
2018-03-23,"43,850",▼,"-2,150","123,312","3,693",19.22,"1,640,913","6,896,525","8,537,438",19.22%
2018-03-22,"46,000",▼,"-2,000","73,896","-3,895",19.18,"1,637,220","6,900,218","8,537,438",19.18%
2018-03-21,"48,000",▲,50,"93,785","-3,762",19.22,"1,641,115","6,896,323","8,537,438",19.22%
2018-03-20,"47,950",▲,"1,950","104,694","13,156",19.27,"1,644,877","6,892,561","8,537,438",19.27%
2018-03-19,"46,000",▼,"-2,000","111,596","-2,706",19.11,"1,631,721","6,905,717","8,537,438",19.11%
2018-03-16,"48,000",▲,550,"104,729","-5,060",19.14,"1,634,427","6,903,011","8,537,438",19.14%
2018-03-15,"47,450",▲,200,"136,311","-1,804",19.2,"1,639,487","6,897,951","8,537,438",19.20%
2018-03-14,"47,250",▲,300,"169,214",-314,19.22,"1,641,291","6,896,147","8,537,438",19.22%
2018-03-13,"46,950",▲,"2,950","383,588","28,416",19.23,"1,641,605","6,895,833","8,537,438",19.23%
2018-03-12,"44,000",▲,"2,550","186,299","19,478",18.9,"1,613,189","6,924,249","8,537,438",18.90%
2018-03-09,"41,450",▼,-150,"49,794","-13,785",18.67,"1,593,711","6,943,727","8,537,438",18.67%
2018-03-08,"41,600",▲,"1,100","71,404","12,048",18.83,"1,607,496","6,929,942","8,537,438",18.83%
2018-03-07,"40,500",▼,-750,"43,281",-763,18.69,"1,595,448","6,941,990","8,537,438",18.69%
2018-03-06,"41,250",▲,"1,000","77,710","6,457",18.7,"1,596,211","6,941,227","8,537,438",18.70%
2018-03-05,"40,250",▼,-900,"44,553","5,631",18.62,"1,589,754","6,947,684","8,537,438",18.62%
2018-03-02,"41,150",▲,150,"121,065","1,295",18.56,"1,584,123","6,953,315","8,537,438",18.56%
2018-02-28,"41,000",▼,"-1,850","134,033","-1,693",18.54,"1,582,828","6,954,610","8,537,438",18.54%
2018-02-27,"42,850",▼,-150,"170,690","-6,753",18.56,"1,584,521","6,952,917","8,537,438",18.56%
2018-02-26,"43,000",▲,500,"115,570","-2,521",18.64,"1,591,274","6,946,164","8,537,438",18.64%
2018-02-23,"42,500",▲,"2,300","257,708","11,370",18.67,"1,593,795","6,943,643","8,537,438",18.67%
2018-02-22,"40,200",▲,"2,650","130,762","-8,046",18.54,"1,582,425","6,955,013","8,537,438",18.54%
2018-02-21,"37,550",▲,300,"35,174","-3,201",18.63,"1,590,471","6,946,967","8,537,438",18.63%
2018-02-20,"37,250",▼,-450,"36,280","-7,991",18.67,"1,593,672","6,943,766","8,537,438",18.67%
2018-02-19,"37,700",▲,"1,750","44,305","4,872",18.76,"1,601,663","6,935,775","8,537,438",18.76%
2018-02-14,"35,950",▼,-450,"65,590","3,441",18.7,"1,596,791","6,940,647","8,537,438",18.70%
2018-02-13,"36,400",▼,-600,"50,807","-12,026",18.66,"1,593,350","6,944,088","8,537,438",18.66%
2018-02-12,"37,000",▲,750,"60,045","-17,832",18.8,"1,605,376","6,932,062","8,537,438",18.80%
2018-02-09,"36,250",▼,-350,"67,515","1,370",19.01,"1,623,208","6,914,230","8,537,438",19.01%
2018-02-08,"36,600",▲,"1,300","87,216","12,634",19,"1,621,838","6,915,600","8,537,438",19.00%
2018-02-07,"35,300",▼,"-2,050","225,164","9,246",18.85,"1,609,204","6,928,234","8,537,438",18.85%
2018-02-06,"37,350",▼,"-1,300","246,594","14,887",18.74,"1,599,958","6,937,480","8,537,438",18.74%
2018-02-05,"38,650",▼,"-1,450","102,477","-11,187",18.57,"1,585,071","6,952,367","8,537,438",18.57%
2018-02-02,"40,100",▲,250,"90,462","-3,695",18.93,"1,596,258","6,834,285","8,430,543",18.93%
2018-02-01,"39,850",▼,-550,"104,202","4,626",18.98,"1,599,953","6,830,590","8,430,543",18.98%
2018-01-31,"40,400",▼,"-2,550","247,913","-9,325",18.92,"1,595,327","6,835,216","8,430,543",18.92%
2018-01-30,"42,950",▼,-50,"98,906","-2,787",19.03,"1,604,652","6,825,891","8,430,543",19.03%
2018-01-29,"43,000",▼,-950,"107,699","-12,640",19.07,"1,607,439","6,823,104","8,430,543",19.07%
2018-01-26,"43,950",▲,300,"150,309","-7,511",19.22,"1,620,079","6,810,464","8,430,543",19.22%
2018-01-25,"43,650",▼,"-2,850","334,133","-75,327",19.51,"1,627,590","6,714,719","8,342,309",19.51%
2018-01-24,"46,500",▲,"4,450","497,473","70,802",20.41,"1,702,917","6,639,392","8,342,309",20.41%
2018-01-23,"42,050",▲,50,"62,947","5,749",19.56,"1,632,115","6,710,194","8,342,309",19.56%
2018-01-22,"42,000",▼,"-1,800","171,022","-23,378",19.5,"1,626,366","6,715,943","8,342,309",19.50%
2018-01-19,"43,800", ,0,"401,982","5,334",19.78,"1,649,744","6,692,565","8,342,309",19.78%
2018-01-18,"43,800",▲,"3,000","174,699","11,194",19.71,"1,644,410","6,697,899","8,342,309",19.71%
2018-01-17,"40,800",▼,"-1,700","183,906","-46,015",19.58,"1,633,216","6,709,093","8,342,309",19.58%
2018-01-16,"42,500",▲,100,"158,525","-28,076",20.13,"1,679,231","6,663,078","8,342,309",20.13%
2018-01-15,"42,400",▲,600,"212,976","-10,101",20.47,"1,707,307","6,635,002","8,342,309",20.47%
2018-01-12,"41,800",▲,800,"239,145","20,335",20.59,"1,717,408","6,624,901","8,342,309",20.59%
2018-01-11,"41,000",▲,300,"66,467","9,300",20.34,"1,697,073","6,645,236","8,342,309",20.34%
2018-01-10,"40,700",▼,-650,"111,715","12,583",20.23,"1,687,773","6,654,536","8,342,309",20.23%
2018-01-09,"41,350",▼,"-1,050","89,287","-6,465",20.08,"1,675,190","6,667,119","8,342,309",20.08%
2018-01-08,"42,400",▲,50,"60,209","-11,247",20.16,"1,681,655","6,660,654","8,342,309",20.16%
2018-01-05,"42,350",▲,"1,850","73,406","4,729",20.29,"1,692,902","6,649,407","8,342,309",20.29%
2018-01-04,"40,500",▼,"-2,800","139,734","-8,022",20.24,"1,688,173","6,654,136","8,342,309",20.24%
2018-01-03,"43,300",▲,650,"222,084","14,810",20.33,"1,696,195","6,646,114","8,342,309",20.33%
2018-01-02,"42,650",▲,"2,750","134,579","30,330",20.15,"1,681,385","6,660,924","8,342,309",20.15%
2017-12-28,"39,900",▲,900,"114,021","-3,150",19.79,"1,651,055","6,691,254","8,342,309",19.79%
2017-12-27,"39,000",▲,"2,700","109,859","-1,894",19.83,"1,654,205","6,688,104","8,342,309",19.83%
2017-12-26,"36,300",▲,"1,650","108,866","-1,007",19.85,"1,656,099","6,686,210","8,342,309",19.85%
2017-12-22,"34,650",▲,900,"52,567","8,254",19.86,"1,657,106","6,685,203","8,342,309",19.86%
2017-12-21,"33,750",▼,-700,"44,938","-2,019",19.76,"1,648,852","6,693,457","8,342,309",19.76%
2017-12-20,"34,450",▼,-700,"65,571","-11,783",19.79,"1,650,871","6,691,438","8,342,309",19.79%
2017-12-19,"35,150",▲,650,"203,581","25,291",19.93,"1,662,654","6,679,655","8,342,309",19.93%
2017-12-18,"34,500",▼,-550,"43,536","11,969",19.63,"1,637,363","6,704,946","8,342,309",19.63%
2017-12-15,"35,050",▼,"-1,200","77,946","8,781",19.48,"1,625,394","6,716,915","8,342,309",19.48%
2017-12-14,"36,250",▼,-350,"50,905","-3,536",19.6,"1,616,613","6,632,560","8,249,173",19.60%
2017-12-13,"36,600",▲,600,"38,765","8,448",19.64,"1,620,149","6,629,024","8,249,173",19.64%
2017-12-12,"36,000",▼,-800,"44,897","-5,513",19.54,"1,611,701","6,637,472","8,249,173",19.54%
2017-12-11,"36,800",▲,850,"37,933","7,679",19.6,"1,617,214","6,631,959","8,249,173",19.60%
2017-12-08,"35,950",▲,50,"26,806","-2,377",19.51,"1,609,535","6,639,638","8,249,173",19.51%
2017-12-07,"35,900",▼,-600,"70,128","5,280",19.54,"1,611,912","6,637,261","8,249,173",19.54%
2017-12-06,"36,500",▼,"-1,950","80,675","-3,789",19.48,"1,606,632","6,642,541","8,249,173",19.48%
2017-12-05,"38,450",▼,-950,"59,901","-2,738",19.52,"1,610,421","6,638,752","8,249,173",19.52%
2017-12-04,"39,400",▼,-50,"66,462","-15,431",19.74,"1,613,159","6,559,545","8,172,704",19.74%
2017-12-01,"39,450",▲,"2,200","164,831","17,265",19.93,"1,628,590","6,544,114","8,172,704",19.93%
2017-11-30,"37,250",▼,"-1,200","113,295","-21,532",19.72,"1,611,325","6,561,379","8,172,704",19.72%
2017-11-29,"38,450",▲,50,"87,859","-2,450",19.98,"1,632,857","6,539,847","8,172,704",19.98%
2017-11-28,"38,400",▼,"-1,450","88,051","-16,253",20.01,"1,635,307","6,537,397","8,172,704",20.01%
2017-11-27,"39,850",▼,-400,"82,522","-2,221",20.21,"1,651,560","6,521,144","8,172,704",20.21%
2017-11-24,"40,250",▲,800,"186,871","-13,248",20.24,"1,653,781","6,518,923","8,172,704",20.24%
2017-11-23,"39,450",▲,"3,350","383,639","21,674",20.4,"1,667,029","6,505,675","8,172,704",20.40%
2017-11-22,"36,100",▼,"-2,200","215,207","-19,635",20.13,"1,645,355","6,527,349","8,172,704",20.13%
2017-11-21,"38,300",▲,650,"334,811","-8,571",20.37,"1,664,990","6,507,714","8,172,704",20.37%
2017-11-20,"37,650",▼,-800,"68,947",-418,20.48,"1,673,561","6,499,143","8,172,704",20.48%
2017-11-17,"38,450",▼,"-1,050","101,377","-15,384",20.48,"1,673,979","6,498,725","8,172,704",20.48%
2017-11-16,"39,500",▼,-700,"224,984","-2,312",20.67,"1,689,363","6,483,341","8,172,704",20.67%
2017-11-15,"40,200",▲,"3,450","445,644","32,406",20.7,"1,691,675","6,481,029","8,172,704",20.70%
2017-11-14,"36,750",▲,"2,650","361,693","35,373",20.3,"1,659,269","6,513,435","8,172,704",20.30%
2017-11-13,"34,100",▲,"1,100","130,824","4,450",19.87,"1,623,896","6,548,808","8,172,704",19.87%
2017-11-10,"33,000",▼,"-3,450","479,346","-27,099",19.82,"1,619,446","6,553,258","8,172,704",19.82%
2017-11-09,"36,450",▲,"1,600","108,053","11,010",20.15,"1,646,545","6,526,159","8,172,704",20.15%
2017-11-08,"34,850",▲,600,"116,242","6,392",20.03,"1,635,535","6,529,817","8,165,352",20.03%
2017-11-07,"34,250",▲,250,"66,106","-4,892",19.95,"1,629,143","6,536,209","8,165,352",19.95%
2017-11-06,"34,000",▲,"2,050","324,702","27,959",20.01,"1,634,035","6,531,317","8,165,352",20.01%
2017-11-03,"31,950",▲,600,"84,039","8,364",19.67,"1,606,076","6,559,276","8,165,352",19.67%
2017-11-02,"31,350",▼,"-1,250","75,225","-6,950",19.57,"1,597,712","6,567,640","8,165,352",19.57%
2017-11-01,"32,600",▼,-350,"121,496","-7,575",19.65,"1,604,662","6,560,690","8,165,352",19.65%
2017-10-31,"32,950",▼,-100,"43,318","-6,987",19.74,"1,612,237","6,553,115","8,165,352",19.74%
2017-10-30,"33,050",▲,650,"91,956","-3,667",19.83,"1,619,224","6,546,128","8,165,352",19.83%
2017-10-27,"32,400",▲,"2,250","169,873","39,429",19.88,"1,622,891","6,542,461","8,165,352",19.88%
2017-10-26,"30,150",▼,-750,"77,751","-4,073",19.39,"1,583,462","6,581,890","8,165,352",19.39%
2017-10-25,"30,900",▲,"1,250","75,253","2,492",19.44,"1,587,535","6,577,817","8,165,352",19.44%
2017-10-24,"29,650",▼,-50,"51,815","7,435",19.41,"1,585,043","6,580,309","8,165,352",19.41%
2017-10-23,"29,700",▼,"-1,100","129,304","1,621",19.32,"1,577,608","6,587,744","8,165,352",19.32%
2017-10-20,"30,800",▲,600,"39,804","-1,663",19.3,"1,575,987","6,589,365","8,165,352",19.30%
2017-10-19,"30,200",▼,"-1,200","74,120",898,19.32,"1,577,650","6,587,702","8,165,352",19.32%
2017-10-18,"31,400",▼,"-1,500","116,825","-7,611",19.31,"1,576,752","6,588,600","8,165,352",19.31%
2017-10-17,"32,900",▲,"1,950","153,651","-5,469",19.4,"1,584,363","6,580,989","8,165,352",19.40%
2017-10-16,"30,950",▲,650,"44,610",-685,19.49,"1,589,832","6,568,168","8,158,000",19.49%
2017-10-13,"30,300",▼,"-1,500","82,443","-8,548",19.5,"1,590,517","6,567,483","8,158,000",19.50%
2017-10-12,"31,800",▲,100,"51,655","-2,795",19.6,"1,599,065","6,558,935","8,158,000",19.60%
2017-10-11,"31,700",▲,"2,050","153,940","25,369",19.64,"1,601,860","6,556,140","8,158,000",19.64%
2017-10-10,"29,650",▼,-100,"39,534","1,067",19.32,"1,576,491","6,581,509","8,158,000",19.32%
2017-09-29,"29,750",▲,550,"44,000","-2,676",19.31,"1,575,424","6,582,576","8,158,000",19.31%
2017-09-28,"29,200",▲,"1,050","78,707",-726,19.34,"1,578,100","6,579,900","8,158,000",19.34%
2017-09-27,"28,150",▲,"1,700","27,401",-919,19.35,"1,578,826","6,579,174","8,158,000",19.35%
2017-09-26,"26,450",▼,-450,"19,642","-1,034",19.36,"1,579,745","6,578,255","8,158,000",19.36%
2017-09-25,"26,900",▼,-600,"37,609",-719,19.38,"1,580,779","6,577,221","8,158,000",19.38%
2017-09-22,"27,500",▼,"-1,500","55,907","-1,892",19.39,"1,581,498","6,576,502","8,158,000",19.39%
2017-09-21,"29,000",▲,850,"169,522","-5,744",19.41,"1,583,390","6,574,610","8,158,000",19.41%
2017-09-20,"28,150", ,0,"30,009","5,721",19.48,"1,589,134","6,568,866","8,158,000",19.48%
2017-09-19,"28,150",▼,-700,"33,211","7,544",19.41,"1,583,413","6,574,587","8,158,000",19.41%
2017-09-18,"28,850",▼,-50,"38,125","2,547",19.32,"1,575,869","6,582,131","8,158,000",19.32%
2017-09-15,"28,900",▲,"1,000","68,171","-3,201",19.29,"1,573,322","6,584,678","8,158,000",19.29%
2017-09-14,"27,900",▲,750,"59,578","5,579",19.32,"1,576,523","6,581,477","8,158,000",19.32%
2017-09-13,"27,150",▼,-650,"62,012","3,055",19.26,"1,570,944","6,587,056","8,158,000",19.26%
2017-09-12,"27,800",▼,-200,"32,684","-2,014",19.22,"1,567,889","6,590,111","8,158,000",19.22%
2017-09-11,"28,000",▲,"1,100","165,302","-10,945",19.24,"1,569,903","6,588,097","8,158,000",19.24%
2017-09-08,"26,900",▼,-350,"24,774","-3,033",19.38,"1,580,848","6,577,152","8,158,000",19.38%
2017-09-07,"27,250", ,0,"82,930","-9,453",19.42,"1,583,881","6,574,119","8,158,000",19.42%
2017-09-06,"27,250",▼,"-1,000","73,214","-32,297",19.53,"1,593,334","6,564,666","8,158,000",19.53%
2017-09-05,"28,250",▼,"-1,450","249,579","-1,949",19.93,"1,625,631","6,532,369","8,158,000",19.93%
2017-09-04,"29,700",▼,-200,"131,104","-22,040",19.95,"1,627,580","6,530,420","8,158,000",19.95%
2017-09-01,"29,900",▲,"1,750","171,154","-1,322",20.22,"1,649,620","6,508,380","8,158,000",20.22%
2017-08-31,"28,150",▲,200,"54,565","3,872",20.24,"1,650,942","6,507,058","8,158,000",20.24%
2017-08-30,"27,950",▼,-250,"29,692","-2,912",20.19,"1,647,070","6,510,930","8,158,000",20.19%
2017-08-29,"28,200",▲,200,"68,750","3,913",20.23,"1,649,982","6,508,018","8,158,000",20.23%
2017-08-28,"28,000",▲,"1,900","128,741","8,117",20.18,"1,646,069","6,511,931","8,158,000",20.18%
2017-08-25,"26,100",▲,950,"29,333","1,383",20.08,"1,637,952","6,520,048","8,158,000",20.08%
2017-08-24,"25,150",▲,900,"28,210","2,850",20.06,"1,636,569","6,521,431","8,158,000",20.06%
2017-08-23,"24,250",▼,-600,"23,231",-438,20.03,"1,633,719","6,524,281","8,158,000",20.03%
2017-08-22,"24,850",▼,-50,"5,490","2,313",20.03,"1,634,157","6,523,843","8,158,000",20.03%
2017-08-21,"24,900",▼,-50,"8,689",-461,20,"1,631,844","6,526,156","8,158,000",20.00%
2017-08-18,"24,950",▲,250,"14,574",-448,20.01,"1,632,305","6,525,695","8,158,000",20.01%
2017-08-17,"24,700",▲,350,"16,067","1,978",20.01,"1,632,753","6,525,247","8,158,000",20.01%
2017-08-16,"24,350",▲,100,"14,890","3,760",19.99,"1,630,775","6,527,225","8,158,000",19.99%
2017-08-14,"24,250",▼,-450,"31,064","1,365",19.94,"1,627,015","6,530,985","8,158,000",19.94%
2017-08-11,"24,700",▼,-450,"18,737",-755,19.93,"1,625,650","6,532,350","8,158,000",19.93%
2017-08-10,"25,150",▼,-100,"13,735",668,19.94,"1,626,405","6,531,595","8,158,000",19.94%
2017-08-09,"25,250",▼,-250,"18,704",633,19.93,"1,625,737","6,532,263","8,158,000",19.93%
2017-08-08,"25,500",▼,-200,"10,664",-461,19.92,"1,625,104","6,532,896","8,158,000",19.92%
2017-08-07,"25,700",▲,600,"10,498","-1,152",19.93,"1,625,565","6,532,435","8,158,000",19.93%
2017-08-04,"25,100",▼,-650,"10,404",-316,19.94,"1,626,717","6,531,283","8,158,000",19.94%
2017-08-03,"25,750",▼,-600,"32,171",14,19.94,"1,627,033","6,530,967","8,158,000",19.94%
2017-08-02,"26,350",▲,50,"23,093","-14,544",19.94,"1,627,019","6,530,981","8,158,000",19.94%
2017-08-01,"26,300",▼,-100,"5,271",-179,20.12,"1,641,563","6,516,437","8,158,000",20.12%
2017-07-31,"26,400", ,0,"23,765","-3,639",20.12,"1,641,742","6,516,258","8,158,000",20.12%
2017-07-28,"26,400",▼,-200,"32,050","1,170",20.17,"1,645,381","6,512,619","8,158,000",20.17%
2017-07-27,"26,600",▼,-200,"27,283","-2,324",20.15,"1,644,211","6,513,789","8,158,000",20.15%
2017-07-26,"26,800",▲,700,"124,241",909,20.18,"1,646,535","6,511,465","8,158,000",20.18%
2017-07-25,"26,100",▼,-400,"45,571","-1,694",20.17,"1,645,626","6,512,374","8,158,000",20.17%
2017-07-24,"26,500",▲,300,"19,800","-3,259",20.19,"1,647,320","6,510,680","8,158,000",20.19%
2017-07-21,"26,200",▲,600,"49,702",-261,20.23,"1,650,579","6,507,421","8,158,000",20.23%
2017-07-20,"25,600",▲,"1,200","50,716","3,813",20.24,"1,650,840","6,507,160","8,158,000",20.24%
2017-07-19,"24,400",▼,-600,"22,541",848,20.19,"1,647,027","6,510,973","8,158,000",20.19%
2017-07-18,"25,000",▼,-400,"30,756","-1,332",20.18,"1,646,179","6,511,821","8,158,000",20.18%
2017-07-17,"25,400",▲,200,"18,515",157,20.2,"1,647,511","6,510,489","8,158,000",20.20%
2017-07-14,"25,200", ,0,"16,901",163,20.19,"1,647,354","6,510,646","8,158,000",20.19%
2017-07-13,"25,200",▼,-50,"12,338",-990,20.19,"1,647,191","6,510,809","8,158,000",20.19%
2017-07-12,"25,250",▼,-400,"18,784","-4,248",20.2,"1,648,181","6,509,819","8,158,000",20.20%
2017-07-11,"25,650",▼,-100,"27,328","-7,354",20.26,"1,652,429","6,505,571","8,158,000",20.26%
2017-07-10,"25,750",▲,50,"44,809","-7,731",20.35,"1,659,783","6,498,217","8,158,000",20.35%
2017-07-07,"25,700",▲,"1,000","29,365","-3,408",20.44,"1,667,514","6,490,486","8,158,000",20.44%
2017-07-06,"24,700",▲,50,"11,625","-3,483",20.48,"1,670,922","6,487,078","8,158,000",20.48%
2017-07-05,"24,650",▲,250,"11,893","-1,661",20.52,"1,674,405","6,483,595","8,158,000",20.52%
2017-07-04,"24,400",▲,400,"14,738","2,127",20.55,"1,676,066","6,481,934","8,158,000",20.55%
2017-07-03,"24,000",▼,"-1,100","24,792","-1,866",20.52,"1,673,939","6,484,061","8,158,000",20.52%
2017-06-30,"25,100",▲,300,"17,181","-1,892",20.54,"1,675,805","6,482,195","8,158,000",20.54%
2017-06-29,"24,800",▲,150,"44,130","6,123",20.57,"1,677,697","6,480,303","8,158,000",20.57%
2017-06-28,"24,650",▼,"-1,200","40,389","-1,153",20.49,"1,671,574","6,486,426","8,158,000",20.49%
2017-06-27,"25,850",▲,400,"19,350",925,20.5,"1,672,727","6,485,273","8,158,000",20.50%
2017-06-26,"25,450",▼,-500,"32,914",443,20.49,"1,671,802","6,486,198","8,158,000",20.49%
2017-06-23,"25,950",▲,300,"156,467","-12,034",20.49,"1,671,359","6,486,641","8,158,000",20.49%
2017-06-22,"25,650",▲,500,"28,570","-2,800",20.63,"1,683,393","6,474,607","8,158,000",20.63%
2017-06-21,"25,150",▼,-350,"26,413","-8,685",20.67,"1,686,193","6,471,807","8,158,000",20.67%
2017-06-20,"25,500",▼,-800,"32,956",-154,20.78,"1,694,878","6,463,122","8,158,000",20.78%
2017-06-19,"26,300",▲,"1,000","47,976",404,20.78,"1,695,032","6,462,968","8,158,000",20.78%
2017-06-16,"25,300",▼,-750,"47,639",386,20.77,"1,694,628","6,463,372","8,158,000",20.77%
2017-06-15,"26,050",▼,-250,"71,194","3,859",20.77,"1,694,242","6,463,758","8,158,000",20.77%
2017-06-14,"26,300",▼,-800,"59,157","2,249",20.72,"1,690,383","6,467,617","8,158,000",20.72%
2017-06-13,"27,100",▲,550,"76,274","8,013",20.69,"1,688,134","6,469,866","8,158,000",20.69%
2017-06-12,"26,550",▼,-150,"71,764","-9,895",20.59,"1,680,121","6,477,879","8,158,000",20.59%
2017-06-09,"26,700",▲,"1,350","164,949","2,464",20.72,"1,690,016","6,467,984","8,158,000",20.72%
